,Date,Country,Confirmed,Recovered,Deaths,Active,New Cases,New Recovered,New Deaths
17931,2020-04-27,US,988197,111424.0,56259,820514.0,22412,1378,4436
17746,2020-04-26,US,965785,106988.0,54881,803916.0,27631,1126,6616
17561,2020-04-25,US,938154,100372.0,53755,784027.0,32796,1806,1293
17376,2020-04-24,US,905358,99079.0,51949,754330.0,36188,1995,18876
17191,2020-04-23,US,869170,80203.0,49954,739013.0,28819,3332,2837
17006,2020-04-22,US,840351,77366.0,46622,716363.0,28486,2178,2162
16821,2020-04-21,US,811865,75204.0,44444,692217.0,27539,2350,2875
16636,2020-04-20,US,784326,72329.0,42094,669903.0,25517,1433,1992
16451,2020-04-19,US,758809,70337.0,40661,647811.0,26612,1997,5497
16266,2020-04-18,US,732197,64840.0,38664,628693.0,32491,1877,6295
16081,2020-04-17,US,699706,58545.0,36787,604374.0,32114,3857,3842
15896,2020-04-16,US,667592,54703.0,32930,579959.0,31242,4592,2607
15711,2020-04-15,US,636350,52096.0,28338,555916.0,28680,2495,4333
15526,2020-04-14,US,607670,47763.0,25843,534064.0,27051,2305,4281
15341,2020-04-13,US,580619,43482.0,23538,513599.0,25306,1509,10494
15156,2020-04-12,US,555313,32988.0,22029,500296.0,28917,1558,1718
14971,2020-04-11,US,526396,31270.0,20471,474655.0,29861,1876,2480
14786,2020-04-10,US,496535,28790.0,18595,449150.0,33755,2051,3380
14601,2020-04-09,US,462780,25410.0,16544,420826.0,34126,1840,1851
14416,2020-04-08,US,428654,23559.0,14704,390391.0,31533,1910,1796
14231,2020-04-07,US,397121,21763.0,12794,362564.0,30804,2011,2182
14046,2020-04-06,US,366317,19581.0,10783,335953.0,29515,1164,2133
13861,2020-04-05,US,336802,17448.0,9619,309735.0,28152,1211,2796
13676,2020-04-04,US,308650,14652.0,8408,285590.0,33283,1318,4945
13491,2020-04-03,US,275367,9707.0,7090,258570.0,31745,1161,706
13306,2020-04-02,US,243622,9001.0,5929,228692.0,30380,1169,527
17916,2020-04-27,Spain,229422,120832.0,23521,85069.0,2793,331,3105
17731,2020-04-26,Spain,226629,117727.0,23190,85712.0,2870,288,22019
17546,2020-04-25,Spain,223759,95708.0,22902,105149.0,3995,378,3353
17361,2020-04-24,Spain,219764,92355.0,22524,104885.0,6740,367,3105
13121,2020-04-01,US,213242,8474.0,4760,200008.0,25070,886,1450
17176,2020-04-23,Spain,213024,89250.0,22157,101617.0,4635,440,3335
16991,2020-04-22,Spain,208389,85915.0,21717,100757.0,4211,435,3401
16806,2020-04-21,Spain,204178,82514.0,21282,100382.0,3968,430,1927
16621,2020-04-20,Spain,200210,80587.0,20852,98771.0,1536,399,3230
17844,2020-04-27,Italy,199414,66624.0,26977,105813.0,1739,333,1696
16436,2020-04-19,Spain,198674,77357.0,20453,100864.0,6948,410,2560
17659,2020-04-26,Italy,197675,64928.0,26644,106103.0,2324,260,1808
17474,2020-04-25,Italy,195351,63120.0,26384,105847.0,2357,415,2622
17289,2020-04-24,Italy,192994,60498.0,25969,106527.0,3021,420,2922
16251,2020-04-18,Spain,191726,74797.0,20043,96886.0,887,41,0
16066,2020-04-17,Spain,190839,74797.0,20002,96040.0,5891,687,0
17104,2020-04-23,Italy,189973,57576.0,25549,106848.0,2646,464,3033
12936,2020-03-31,US,188172,7024.0,3874,177274.0,26341,896,1380
16919,2020-04-22,Italy,187327,54543.0,25085,107699.0,3370,437,2943
15881,2020-04-16,Spain,184948,74797.0,19315,90836.0,7304,607,3944
16734,2020-04-21,Italy,183957,51600.0,24648,107709.0,2729,534,2723
16549,2020-04-20,Italy,181228,48877.0,24114,108237.0,2256,454,1822
16364,2020-04-19,Italy,178972,47055.0,23660,108257.0,3047,433,2128
15696,2020-04-15,Spain,177644,70853.0,18708,88083.0,5103,652,3349
16179,2020-04-18,Italy,175925,44927.0,23227,107771.0,3491,482,2200
15511,2020-04-14,Spain,172541,67504.0,18056,86981.0,2442,300,2777
15994,2020-04-17,Italy,172434,42727.0,22745,106962.0,3493,575,2563
15326,2020-04-13,Spain,170099,64727.0,17756,87616.0,3268,547,2336
15809,2020-04-16,Italy,168941,40164.0,22170,106607.0,3786,525,2072
15141,2020-04-12,Spain,166831,62391.0,17209,87231.0,3804,603,3282
17821,2020-04-27,France,165963,46293.0,23327,96343.0,3743,437,612
15624,2020-04-15,Italy,165155,38092.0,21645,105418.0,2667,578,962
14956,2020-04-11,Spain,163027,59109.0,16606,87312.0,4754,525,3441
15439,2020-04-14,Italy,162488,37130.0,21067,104291.0,2972,602,1695
17636,2020-04-26,France,162220,45681.0,22890,93649.0,576,242,309
12751,2020-03-30,US,161831,5644.0,2978,153209.0,20922,511,2979
17451,2020-04-25,France,161644,45372.0,22648,93624.0,1692,369,1101
17266,2020-04-24,France,159952,44271.0,22279,93402.0,1649,390,1509
15254,2020-04-13,Italy,159516,35435.0,20465,103616.0,3153,566,1224
17825,2020-04-27,Germany,158758,114500.0,6126,38132.0,988,150,2500
17935,2020-04-27,UK,158348,807.0,21157,136384.0,4311,363,29
17081,2020-04-23,France,158303,42762.0,21889,93652.0,2323,516,1436
14771,2020-04-10,Spain,158273,55668.0,16081,86524.0,5051,634,3503
16711,2020-04-21,France,158168,39819.0,20829,97520.0,2775,537,1783
17640,2020-04-26,Germany,157770,112000.0,5976,39794.0,1257,99,2200
17455,2020-04-25,Germany,156513,109800.0,5877,40836.0,1514,117,0
15069,2020-04-12,Italy,156363,34211.0,19899,102253.0,4092,431,1677
16896,2020-04-22,France,155980,41326.0,21373,93281.0,0,544,1507
16526,2020-04-20,France,155393,38036.0,20292,97065.0,2382,548,853
17270,2020-04-24,Germany,154999,109800.0,5760,39439.0,1870,185,6500
17750,2020-04-26,UK,154037,778.0,20794,132465.0,4468,413,4
14586,2020-04-09,Spain,153222,52165.0,15447,85610.0,5002,655,4144
17085,2020-04-23,Germany,153129,103300.0,5575,44254.0,2481,296,3900
16341,2020-04-19,France,153011,37183.0,19744,96084.0,4925,399,596
14884,2020-04-11,Italy,152271,32534.0,19468,100269.0,4694,619,2079
16900,2020-04-22,Germany,150648,99400.0,5279,45969.0,2357,246,4200
17565,2020-04-25,UK,149569,774.0,20381,128414.0,4929,814,50
16715,2020-04-21,Germany,148291,95200.0,5033,48058.0,1226,171,3700
14401,2020-04-08,Spain,148220,48021.0,14792,85407.0,6278,747,4813
16156,2020-04-18,France,148086,36587.0,19345,92154.0,2,642,1581
15971,2020-04-17,France,148084,35006.0,18703,94375.0,2009,762,1679
14699,2020-04-10,Italy,147577,30455.0,18849,98273.0,3951,570,1985
16530,2020-04-20,Germany,147065,91500.0,4862,50703.0,1881,276,3500
15786,2020-04-16,France,146075,33327.0,17941,94807.0,12490,753,1857
16345,2020-04-19,Germany,145184,88000.0,4586,52598.0,1842,127,2600
17380,2020-04-24,UK,144640,724.0,19567,124349.0,5394,776,12
14514,2020-04-09,Italy,143626,28470.0,18279,96877.0,4204,610,1979
16160,2020-04-18,Germany,143342,85400.0,4459,53483.0,1945,107,2286
14216,2020-04-07,Spain,141942,43208.0,14045,84689.0,5267,704,2771
15975,2020-04-17,Germany,141397,83114.0,4352,53931.0,3699,300,6114
12566,2020-03-29,US,140909,2665.0,2467,135777.0,19444,441,1593
14329,2020-04-08,Italy,139422,26491.0,17669,95262.0,3836,542,2099
17195,2020-04-23,UK,139246,712.0,18791,119743.0,4608,640,29
15790,2020-04-16,Germany,137698,77000.0,4052,56646.0,2945,248,4400
14031,2020-04-06,Spain,136675,40437.0,13341,82897.0,5029,700,2357
14144,2020-04-07,Italy,135586,24392.0,17127,94067.0,3039,604,1555
15605,2020-04-15,Germany,134753,72600.0,3804,58349.0,3394,510,4400
17010,2020-04-22,UK,134638,683.0,18151,115804.0,4466,773,45
15601,2020-04-15,France,133585,31470.0,17188,84927.0,3220,1440,2372
13959,2020-04-06,Italy,132547,22837.0,16523,93187.0,3599,636,1022
13846,2020-04-05,Spain,131646,38080.0,12641,80925.0,5478,694,3861
15420,2020-04-14,Germany,131359,68200.0,3294,59865.0,1287,100,3900
15416,2020-04-14,France,130365,29098.0,15748,85519.0,4971,762,1097
16825,2020-04-21,UK,130172,638.0,17378,112156.0,4316,828,192
15235,2020-04-13,Germany,130072,64300.0,3194,62578.0,2218,172,4000
13774,2020-04-05,Italy,128948,21815.0,15887,91246.0,4316,525,819
15050,2020-04-12,Germany,127854,60300.0,3022,64532.0,2946,286,2900
13661,2020-04-04,Spain,126168,34219.0,11947,80002.0,6969,749,3706
16640,2020-04-20,UK,125856,446.0,16550,108860.0,4684,455,10
15231,2020-04-13,France,125394,28001.0,14986,82407.0,3682,574,532
14865,2020-04-11,Germany,124908,57400.0,2736,64772.0,2737,-31,3487
13589,2020-04-04,Italy,124632,20996.0,15362,88274.0,4805,681,1238
14680,2020-04-10,Germany,122171,53913.0,2767,65491.0,3990,160,1506
15046,2020-04-12,France,121712,27469.0,14412,79831.0,26849,561,806
12381,2020-03-28,US,121465,1072.0,2026,118367.0,19808,445,203
16455,2020-04-19,UK,121172,436.0,16095,104641.0,5858,597,22
13404,2020-04-03,Italy,119827,19758.0,14681,85388.0,4585,766,1480
13476,2020-04-03,Spain,119199,30513.0,11198,77488.0,7134,850,3770
14495,2020-04-09,Germany,118181,52407.0,2607,63167.0,4885,258,6107
16270,2020-04-18,UK,115314,414.0,15498,99402.0,5545,891,20
13219,2020-04-02,Italy,115242,18278.0,13915,83049.0,4668,760,1431
14310,2020-04-08,Germany,113296,46300.0,2349,64647.0,5633,333,10219
17930,2020-04-27,Turkey,112261,33791.0,2900,75570.0,2131,95,4651
13291,2020-04-02,Spain,112065,26743.0,10348,74974.0,7947,961,4096
13034,2020-04-01,Italy,110574,16847.0,13155,80572.0,4782,727,1118
17745,2020-04-26,Turkey,110130,29140.0,2805,78185.0,2357,99,3558
16085,2020-04-17,UK,109769,394.0,14607,94768.0,5624,848,19
17560,2020-04-25,Turkey,107773,25582.0,2706,79485.0,2861,106,3845
14125,2020-04-07,Germany,107663,36081.0,2016,69566.0,4289,206,7381
12849,2020-03-31,Italy,105792,15729.0,12428,77635.0,4053,837,1109
17375,2020-04-24,Turkey,104912,21737.0,2600,80575.0,3122,109,3246
15900,2020-04-16,UK,104145,375.0,13759,90011.0,4662,865,7
13106,2020-04-01,Spain,104118,22647.0,9387,72084.0,8195,923,3388
13940,2020-04-06,Germany,103374,28700.0,1810,72864.0,3251,226,0
17190,2020-04-23,Turkey,101790,18491.0,2491,80808.0,3116,115,2014
12664,2020-03-30,Italy,101739,14620.0,11591,75528.0,4050,812,1590
12196,2020-03-27,US,101657,869.0,1581,99207.0,17821,372,188
13755,2020-04-05,Germany,100123,28700.0,1584,69839.0,4031,140,2300
15715,2020-04-15,UK,99483,368.0,12894,86221.0,4638,765,45
17005,2020-04-22,Turkey,98674,16477.0,2376,79821.0,3083,117,1559
12479,2020-03-29,Italy,97689,13030.0,10779,73880.0,5217,756,646
13570,2020-04-04,Germany,96092,26400.0,1444,68248.0,4933,169,1825
12921,2020-03-31,Spain,95923,19259.0,8464,68200.0,7967,748,2479
16820,2020-04-21,Turkey,95591,14918.0,2259,78414.0,4611,119,1488
14861,2020-04-11,France,94863,26663.0,13851,54349.0,3125,636,1468
15530,2020-04-14,UK,94845,323.0,12129,82393.0,5275,782,19
12294,2020-03-28,Italy,92472,12384.0,10023,70065.0,5974,889,1434
14676,2020-04-10,France,91738,25195.0,13215,53328.0,4372,987,1782
17840,2020-04-27,Iran,91472,70933.0,5806,14733.0,991,96,1276
13385,2020-04-03,Germany,91159,24575.0,1275,65309.0,6365,168,2135
16635,2020-04-20,Turkey,90980,13430.0,2140,75410.0,4674,123,1454
17655,2020-04-26,Iran,90481,69657.0,5710,15114.0,1153,60,1464
15345,2020-04-13,UK,89570,304.0,11347,77919.0,4364,718,-322
17470,2020-04-25,Iran,89328,68193.0,5650,15485.0,1134,76,1594
17285,2020-04-24,Iran,88194,66599.0,5574,16021.0,1168,93,1756
12736,2020-03-30,Spain,87956,16780.0,7716,63460.0,7846,913,2071
14491,2020-04-09,France,87366,23413.0,12228,51725.0,4309,1341,1961
17898,2020-04-27,Russia,87147,7346.0,794,79007.0,6198,47,579
17100,2020-04-23,Iran,87026,64843.0,5481,16702.0,1030,90,1730
12109,2020-03-27,Italy,86498,10950.0,9134,66414.0,5909,919,589
16450,2020-04-19,Turkey,86306,11976.0,2017,72313.0,3977,127,1523
16915,2020-04-22,Iran,85996,63113.0,5391,17492.0,1194,94,2148
15160,2020-04-12,UK,85206,626.0,10629,73951.0,5332,737,4
16730,2020-04-21,Iran,84802,60965.0,5297,18540.0,1297,88,1692
13200,2020-04-02,Germany,84794,22440.0,1107,61247.0,6922,187,3740
17796,2020-04-27,China,83918,75772.0,4637,3509.0,6,0,54
17611,2020-04-26,China,83912,75718.0,4637,3557.0,3,1,47
17426,2020-04-25,China,83909,75671.0,4636,3602.0,10,0,62
17241,2020-04-24,China,83899,75609.0,4636,3654.0,15,0,78
17056,2020-04-23,China,83884,75531.0,4636,3717.0,16,0,115
16871,2020-04-22,China,83868,75416.0,4636,3816.0,15,0,54
16686,2020-04-21,China,83853,75362.0,4636,3855.0,36,0,51
12011,2020-03-26,US,83836,681.0,1209,81946.0,18058,267,320
16501,2020-04-20,China,83817,75311.0,4636,3870.0,12,0,46
16316,2020-04-19,China,83805,75265.0,4636,3904.0,18,0,66
16131,2020-04-18,China,83787,75199.0,4636,3952.0,27,0,61
15946,2020-04-17,China,83760,75138.0,4636,3986.0,357,1290,-873
16545,2020-04-20,Iran,83505,59273.0,5209,19023.0,1294,91,2250
15761,2020-04-16,China,83403,76011.0,3346,4046.0,47,0,85
15576,2020-04-15,China,83356,75926.0,3346,4084.0,50,1,93
15391,2020-04-14,China,83306,75833.0,3345,4128.0,93,0,137
15206,2020-04-13,China,83213,75696.0,3345,4172.0,79,2,83
15021,2020-04-12,China,83134,75613.0,3343,4178.0,120,0,70
14306,2020-04-08,France,83057,21452.0,10887,50718.0,3894,544,1929
14836,2020-04-11,China,83014,75543.0,3343,4128.0,73,3,82
14651,2020-04-10,China,82941,75461.0,3340,4140.0,58,1,99
14466,2020-04-09,China,82883,75362.0,3339,4182.0,74,2,108
14281,2020-04-08,China,82809,75254.0,3337,4218.0,91,2,144
14096,2020-04-07,China,82718,75110.0,3335,4273.0,53,0,82
13911,2020-04-06,China,82665,75028.0,3335,4302.0,63,2,96
13726,2020-04-05,China,82602,74932.0,3333,4337.0,59,3,234
13541,2020-04-04,China,82543,74698.0,3330,4515.0,32,4,178
13356,2020-04-03,China,82511,74520.0,3326,4665.0,79,4,190
13171,2020-04-02,China,82432,74330.0,3322,4780.0,71,6,158
12986,2020-04-01,China,82361,74172.0,3316,4873.0,82,7,199
16265,2020-04-18,Turkey,82329,10453.0,1890,69986.0,3783,121,1822
12801,2020-03-31,China,82279,73973.0,3309,4997.0,81,1,280
16360,2020-04-19,Iran,82211,57023.0,5118,20070.0,1343,87,1036
12616,2020-03-30,China,82198,73693.0,3308,5197.0,76,4,337
12431,2020-03-29,China,82122,73356.0,3304,5462.0,123,5,482
12246,2020-03-28,China,81999,72874.0,3299,5826.0,102,3,379
12061,2020-03-27,China,81897,72495.0,3296,6106.0,115,5,536
11876,2020-03-26,China,81782,71959.0,3291,6532.0,121,6,406
11691,2020-03-25,China,81661,71553.0,3285,6823.0,70,4,493
11506,2020-03-24,China,81591,71060.0,3281,7250.0,93,7,462
11321,2020-03-23,China,81498,70598.0,3274,7626.0,63,0,452
11136,2020-03-22,China,81435,70146.0,3274,8015.0,130,15,501
10951,2020-03-21,China,81305,69645.0,3259,8401.0,55,6,590
10766,2020-03-20,China,81250,69055.0,3253,8942.0,94,4,728
10581,2020-03-19,China,81156,68327.0,3249,9580.0,54,8,779
10396,2020-03-18,China,81102,67548.0,3241,10313.0,44,11,953
10211,2020-03-17,China,81058,66595.0,3230,11233.0,25,13,887
10026,2020-03-16,China,81033,65708.0,3217,12108.0,30,14,890
9841,2020-03-15,China,81003,64818.0,3203,12982.0,26,10,1351
9656,2020-03-14,China,80977,63467.0,3193,14317.0,32,13,1460
17713,2020-04-26,Russia,80949,6767.0,747,73435.0,6361,66,517
9471,2020-03-13,China,80945,62007.0,3180,15758.0,13,8,1287
9286,2020-03-12,China,80932,60720.0,3172,17040.0,11,11,1251
9101,2020-03-11,China,80921,59469.0,3161,18291.0,34,22,1458
8916,2020-03-10,China,80887,58011.0,3139,19737.0,27,16,1369
16175,2020-04-18,Iran,80868,55987.0,5031,19850.0,1374,73,1923
8731,2020-03-09,China,80860,56642.0,3123,21095.0,37,23,1397
8546,2020-03-08,China,80823,55245.0,3100,22478.0,53,28,1836
8361,2020-03-07,China,80770,53409.0,3072,24289.0,80,28,1581
8176,2020-03-06,China,80690,51828.0,3044,25818.0,153,29,1626
11924,2020-03-26,Italy,80589,10361.0,8215,62013.0,6203,712,999
7991,2020-03-05,China,80537,50202.0,3015,27320.0,151,32,2275
7806,2020-03-04,China,80386,47927.0,2983,29476.0,125,36,2537
7621,2020-03-03,China,80261,45390.0,2947,31924.0,125,33,2557
7436,2020-03-02,China,80136,42833.0,2914,34389.0,204,42,2664
12551,2020-03-29,Spain,80110,14709.0,6803,58598.0,6875,821,2424
7251,2020-03-01,China,79932,40169.0,2872,36891.0,576,35,2764
14975,2020-04-11,UK,79874,622.0,9892,69360.0,5269,918,34
15990,2020-04-17,Iran,79494,54064.0,4958,20472.0,1499,89,1835
7066,2020-02-29,China,79356,37405.0,2837,39114.0,428,47,2906
14121,2020-04-07,France,79163,19523.0,10343,49297.0,3820,1417,2095
6881,2020-02-28,China,78928,34499.0,2790,41639.0,328,44,3333
6696,2020-02-27,China,78600,31166.0,2746,44688.0,434,29,2780
16080,2020-04-17,Turkey,78546,8631.0,1769,68146.0,4353,126,1542
6511,2020-02-26,China,78166,28386.0,2717,47063.0,412,52,2352
15805,2020-04-16,Iran,77995,52229.0,4869,20897.0,1606,92,2296
13015,2020-04-01,Germany,77872,18700.0,920,58252.0,6064,145,2600
6326,2020-02-25,China,77754,26034.0,2665,49055.0,513,70,2574
6141,2020-02-24,China,77241,23460.0,2595,51186.0,219,150,1727
5956,2020-02-23,China,77022,21733.0,2445,52844.0,21,2,402
5771,2020-02-22,China,77001,21331.0,2443,53227.0,1451,205,3845
15620,2020-04-15,Iran,76389,49933.0,4777,21679.0,1512,94,1804
5586,2020-02-21,China,75550,17486.0,2238,55826.0,473,0,523
13936,2020-04-06,France,75343,17428.0,8926,48989.0,3931,833,1079
5401,2020-02-20,China,75077,16963.0,2238,55876.0,458,122,1940
15435,2020-04-14,Iran,74877,48129.0,4683,22065.0,1574,98,2146
5216,2020-02-19,China,74619,15023.0,2116,57480.0,408,113,1684
14790,2020-04-10,UK,74605,588.0,8974,65043.0,8733,981,229
17528,2020-04-25,Russia,74588,6250.0,681,67657.0,5966,66,682
11739,2020-03-25,Italy,74386,9362.0,7503,57521.0,5210,683,1036
5031,2020-02-18,China,74211,13339.0,2003,58869.0,1777,139,1679
15895,2020-04-16,Turkey,74193,7089.0,1643,65461.0,4801,125,1415
15250,2020-04-13,Iran,73303,45983.0,4585,22735.0,1617,111,2089
12366,2020-03-28,Spain,73235,12285.0,5982,54968.0,7516,844,2928
4846,2020-02-17,China,72434,11660.0,1864,58910.0,1921,98,1606
12830,2020-03-31,Germany,71808,16100.0,775,54933.0,4923,130,2600
15065,2020-04-12,Iran,71686,43894.0,4474,23318.0,1657,117,1947
13751,2020-04-05,France,71412,16349.0,8093,46970.0,1912,519,777
4661,2020-02-16,China,70513,10054.0,1766,58693.0,2100,103,1381
14880,2020-04-11,Iran,70029,41947.0,4357,23725.0,1837,125,6482
13566,2020-04-04,France,69500,15572.0,7574,46354.0,4298,1054,1437
15710,2020-04-15,Turkey,69392,5674.0,1518,62200.0,4281,115,875
11554,2020-03-24,Italy,69176,8326.0,6820,54030.0,5249,743,1302
17343,2020-04-24,Russia,68622,5568.0,615,62439.0,5849,60,677
4476,2020-02-15,China,68413,8673.0,1663,58077.0,2055,142,1226
14695,2020-04-10,Iran,68192,35465.0,4232,28495.0,1972,122,3156
17783,2020-04-27,Brazil,67446,31142.0,4603,31701.0,4346,317,990
12645,2020-03-30,Germany,66885,13500.0,645,52740.0,4790,112,4289
4291,2020-02-14,China,66358,7447.0,1521,57390.0,6463,152,1648
14510,2020-04-09,Iran,66220,32309.0,4110,29801.0,1634,117,2497
14605,2020-04-09,UK,65872,359.0,7993,57520.0,4398,882,14
11826,2020-03-25,US,65778,361.0,942,64475.0,12042,236,13
12181,2020-03-27,Spain,65719,9357.0,5138,51224.0,7933,773,2342
13381,2020-04-03,France,65202,14135.0,6520,44547.0,5273,1122,1587
15525,2020-04-14,Turkey,65111,4799.0,1403,58909.0,4062,107,842
14325,2020-04-08,Iran,64586,29812.0,3993,30781.0,1997,121,2773
11369,2020-03-23,Italy,63927,7024.0,6077,50826.0,4789,601,0
17598,2020-04-26,Brazil,63100,30152.0,4286,28662.0,3776,229,992
17158,2020-04-23,Russia,62773,4891.0,555,57327.0,4774,42,471
14140,2020-04-07,Iran,62589,27039.0,3872,31678.0,2089,133,2803
12460,2020-03-29,Germany,62095,9211.0,533,52351.0,4400,100,730
14420,2020-04-08,UK,61474,345.0,7111,54018.0,5525,940,20
15340,2020-04-13,Turkey,61049,3957.0,1296,55796.0,4093,98,511
13955,2020-04-06,Iran,60500,24236.0,3739,32525.0,2274,136,4500
13196,2020-04-02,France,59929,12548.0,5398,41983.0,2180,984,1495
4106,2020-02-13,China,59895,5799.0,1369,52727.0,15136,252,1077
17413,2020-04-25,Brazil,59324,29160.0,4057,26107.0,5281,353,1505
11184,2020-03-22,Italy,59138,7024.0,5476,46638.0,5560,651,952
13770,2020-04-05,Iran,58226,19736.0,3603,34887.0,2483,151,0
16973,2020-04-22,Russia,57999,4420.0,513,53066.0,5236,57,547
11996,2020-03-26,Spain,57786,7015.0,4365,46406.0,8271,718,1648
13011,2020-04-01,France,57749,11053.0,4414,42282.0,4922,882,1540
12275,2020-03-28,Germany,57695,8481.0,433,48781.0,6824,91,1823
15155,2020-04-12,Turkey,56956,3446.0,1198,52312.0,4789,97,481
14235,2020-04-07,UK,55949,325.0,6171,49453.0,3670,786,38
13585,2020-04-04,Iran,55743,19736.0,3452,32555.0,2560,158,1801
17228,2020-04-24,Brazil,54043,27655.0,3704,22684.0,4007,373,1082
11641,2020-03-24,US,53736,348.0,706,52682.0,9893,149,170
10999,2020-03-21,Italy,53578,6072.0,4825,42681.0,6557,793,1632
13400,2020-04-03,Iran,53183,17935.0,3294,31954.0,2715,134,1224
12826,2020-03-31,France,52827,9513.0,3532,39782.0,7657,502,1549
16788,2020-04-21,Russia,52763,3873.0,456,48434.0,5642,51,427
14050,2020-04-06,UK,52279,287.0,5385,46607.0,3843,442,58
14970,2020-04-11,Turkey,52167,2965.0,1101,48101.0,5138,95,542
12090,2020-03-27,Germany,50871,6658.0,342,43871.0,6933,75,985
13215,2020-04-02,Iran,50468,16711.0,3160,30597.0,2875,124,1238
17043,2020-04-23,Brazil,50036,26573.0,3331,20132.0,4279,425,1255
17792,2020-04-27,Canada,49616,0.0,2841,46775.0,1583,154,0
11811,2020-03-25,Spain,49515,5367.0,3647,40501.0,9630,839,1573
13865,2020-04-05,UK,48436,229.0,4943,43264.0,5959,623,14
17607,2020-04-26,Canada,48033,0.0,2687,45346.0,1662,116,0
13030,2020-04-01,Iran,47593,15473.0,3036,29084.0,2988,138,817
16603,2020-04-20,Russia,47121,3446.0,405,43270.0,4268,44,155
14785,2020-04-10,Turkey,47029,2423.0,1006,43600.0,4747,98,281
10814,2020-03-20,Italy,47021,4440.0,4032,38549.0,5986,627,0
17776,2020-04-27,Belgium,46687,10878.0,7207,28602.0,553,113,93
17422,2020-04-25,Canada,46371,0.0,2571,43800.0,1452,169,0
17591,2020-04-26,Belgium,46134,10785.0,7094,28255.0,809,177,368
16858,2020-04-22,Brazil,45757,25318.0,2906,17533.0,2678,165,2327
17406,2020-04-25,Belgium,45325,10417.0,6917,27991.0,1032,238,295
12641,2020-03-30,France,45170,7964.0,3030,34176.0,4462,419,738
17237,2020-04-24,Canada,44919,0.0,2402,42517.0,1620,161,0
3921,2020-02-12,China,44759,4722.0,1117,38920.0,373,5,404
12845,2020-03-31,Iran,44605,14656.0,2898,27051.0,3110,141,745
3736,2020-02-11,China,44386,4318.0,1112,38956.0,2032,100,688
17221,2020-04-24,Belgium,44293,10122.0,6679,27492.0,1496,189,322
11905,2020-03-26,Germany,43938,5673.0,267,37998.0,6615,61,2126
11456,2020-03-23,US,43843,178.0,557,43108.0,10567,140,0
17052,2020-04-23,Canada,43299,0.0,2241,41058.0,1636,163,0
16673,2020-04-21,Brazil,43079,22991.0,2741,17347.0,2336,154,861
16418,2020-04-19,Russia,42853,3291.0,361,39201.0,6060,48,234
17036,2020-04-23,Belgium,42797,9800.0,6490,26507.0,908,228,367
13680,2020-04-04,UK,42477,215.0,4320,37942.0,3788,709,7
3551,2020-02-10,China,42354,3630.0,1012,37712.0,2525,107,640
14600,2020-04-09,Turkey,42282,2142.0,908,39232.0,4056,96,296
16851,2020-04-22,Belgium,41889,9433.0,6262,26194.0,933,264,431
16867,2020-04-22,Canada,41663,0.0,2078,39585.0,2261,168,0
12660,2020-03-30,Iran,41495,13911.0,2757,24827.0,3186,117,1520
10629,2020-03-19,Italy,41035,4440.0,3405,33190.0,5322,427,415
16666,2020-04-21,Belgium,40956,9002.0,5998,25956.0,973,170,107
16488,2020-04-20,Brazil,40743,22130.0,2587,16026.0,2089,125,0
12456,2020-03-29,France,40708,7226.0,2611,30871.0,2603,294,1502
16481,2020-04-20,Belgium,39983,8895.0,5828,25260.0,1487,145,138
11626,2020-03-24,Spain,39885,3794.0,2808,33283.0,4749,497,1219
3366,2020-02-09,China,39829,2990.0,905,35934.0,3015,100,581
16682,2020-04-21,Canada,39402,0.0,1910,37492.0,1744,183,0
13495,2020-04-03,UK,38689,208.0,3611,34870.0,4516,685,16
16303,2020-04-19,Brazil,38654,22130.0,2462,14062.0,1996,108,8104
16296,2020-04-19,Belgium,38496,8757.0,5683,24056.0,1313,230,409
17880,2020-04-27,Netherlands,38440,117.0,4534,33789.0,400,43,0
12475,2020-03-29,Iran,38309,12391.0,2640,23278.0,2901,123,712
14415,2020-04-08,Turkey,38226,1846.0,812,35568.0,4117,87,264
12271,2020-03-28,France,38105,5724.0,2317,30064.0,4703,320,17
17695,2020-04-26,Netherlands,38040,117.0,4491,33432.0,656,67,15
16497,2020-04-20,Canada,37658,0.0,1727,35931.0,2025,162,0
17510,2020-04-25,Netherlands,37384,102.0,4424,32858.0,655,120,0
11720,2020-03-25,Germany,37323,3547.0,206,33570.0,4337,49,304
16111,2020-04-18,Belgium,37183,8348.0,5453,23382.0,1045,290,387
3181,2020-02-08,China,36814,2409.0,805,33600.0,2704,87,550
16233,2020-04-18,Russia,36793,3057.0,313,33423.0,4785,40,467
17325,2020-04-24,Netherlands,36729,102.0,4304,32323.0,808,112,1
16118,2020-04-18,Brazil,36658,14026.0,2354,20278.0,2976,213,0
15926,2020-04-17,Belgium,36138,7961.0,5163,23014.0,1329,306,399
17140,2020-04-23,Netherlands,35921,101.0,4192,31628.0,889,124,0
10444,2020-03-18,Italy,35713,4025.0,2978,28710.0,4207,475,1084
16312,2020-04-19,Canada,35633,0.0,1565,34068.0,1277,164,0
12290,2020-03-28,Iran,35408,11679.0,2517,21212.0,3076,139,546
11441,2020-03-23,Spain,35136,2575.0,2311,30250.0,6368,539,0
16955,2020-04-22,Netherlands,35032,101.0,4068,30863.0,715,139,27
15741,2020-04-16,Belgium,34809,7562.0,4857,22390.0,1236,417,455
