,Date,Country,Confirmed,Recovered,Deaths,Active,New Cases,New Recovered,New Deaths
7169,2020-02-29,Rwanda,0,0.0,0,0.0,0,0,0
7240,2020-03-01,Bulgaria,0,0.0,0,0.0,0,0,0
7148,2020-02-29,Namibia,0,0.0,0,0.0,0,0,0
7140,2020-02-29,Mauritius,0,0.0,0,0.0,0,0,0
7142,2020-02-29,Moldova,0,0.0,0,0.0,0,0,0
7144,2020-02-29,Mongolia,0,0.0,0,0.0,0,0,0
7145,2020-02-29,Montenegro,0,0.0,0,0.0,0,0,0
7146,2020-02-29,Morocco,0,0.0,0,0.0,0,0,0
7147,2020-02-29,Mozambique,0,0.0,0,0.0,0,0,0
7152,2020-02-29,Nicaragua,0,0.0,0,0.0,0,0,0
7165,2020-02-29,Portugal,0,0.0,0,0.0,0,0,0
7153,2020-02-29,Niger,0,0.0,0,0.0,0,0,0
7159,2020-02-29,Panama,0,0.0,0,0.0,0,0,0
7160,2020-02-29,Papua New Guinea,0,0.0,0,0.0,0,0,0
7161,2020-02-29,Paraguay,0,0.0,0,0.0,0,0,0
7162,2020-02-29,Peru,0,0.0,0,0.0,0,0,0
7164,2020-02-29,Poland,0,0.0,0,0.0,0,0,0
7188,2020-02-29,Sudan,0,0.0,0,0.0,0,0,0
7189,2020-02-29,Suriname,0,0.0,0,0.0,0,0,0
7192,2020-02-29,Syria,0,0.0,0,0.0,0,0,0
7228,2020-03-01,Bangladesh,0,0.0,0,0.0,0,0,0
7218,2020-03-01,Andorra,0,0.0,0,0.0,0,0,0
7219,2020-03-01,Angola,0,0.0,0,0.0,0,0,0
7220,2020-03-01,Antigua and Barbuda,0,0.0,0,0.0,0,0,0
7221,2020-03-01,Argentina,0,0.0,0,0.0,0,0,0
7226,2020-03-01,Bahamas,0,0.0,0,0.0,0,0,0
6259,2020-02-24,South Africa,0,0.0,0,0.0,0,0,0
7229,2020-03-01,Barbados,0,0.0,0,0.0,0,0,0
7194,2020-02-29,Tanzania,0,0.0,0,0.0,0,0,0
7232,2020-03-01,Belize,0,0.0,0,0.0,0,0,0
7233,2020-03-01,Benin,0,0.0,0,0.0,0,0,0
7234,2020-03-01,Bhutan,0,0.0,0,0.0,0,0,0
7235,2020-03-01,Bolivia,0,0.0,0,0.0,0,0,0
7236,2020-03-01,Bosnia and Herzegovina,0,0.0,0,0.0,0,0,0
7237,2020-03-01,Botswana,0,0.0,0,0.0,0,0,0
7216,2020-03-01,Albania,0,0.0,0,0.0,0,0,0
7214,2020-02-29,Zimbabwe,0,0.0,0,0.0,0,0,0
7213,2020-02-29,Zambia,0,0.0,0,0.0,0,0,0
7212,2020-02-29,Yemen,0,0.0,0,0.0,0,0,0
7211,2020-02-29,Western Sahara,0,0.0,0,0.0,0,0,0
7210,2020-02-29,West Bank and Gaza,0,0.0,0,0.0,0,0,0
7208,2020-02-29,Venezuela,0,0.0,0,0.0,0,0,0
7207,2020-02-29,Uzbekistan,0,0.0,0,0.0,0,0,0
7206,2020-02-29,Uruguay,0,0.0,0,0.0,0,0,0
7203,2020-02-29,Ukraine,0,0.0,0,0.0,0,0,0
7202,2020-02-29,Uganda,0,0.0,0,0.0,0,0,0
6260,2020-02-24,South Sudan,0,0.0,0,0.0,0,0,0
7200,2020-02-29,Turkey,0,0.0,0,0.0,0,0,0
7199,2020-02-29,Tunisia,0,0.0,0,0.0,0,0,0
7198,2020-02-29,Trinidad and Tobago,0,0.0,0,0.0,0,0,0
7197,2020-02-29,Togo,0,0.0,0,0.0,0,0,0
7196,2020-02-29,Timor-Leste,0,0.0,0,0.0,0,0,0
7139,2020-02-29,Mauritania,0,0.0,0,0.0,0,0,0
7138,2020-02-29,Malta,0,0.0,0,0.0,0,0,0
7137,2020-02-29,Mali,0,0.0,0,0.0,0,0,0
6273,2020-02-24,Trinidad and Tobago,0,0.0,0,0.0,0,0,0
7069,2020-02-29,Congo (Kinshasa),0,0.0,0,0.0,0,0,0
7070,2020-02-29,Costa Rica,0,0.0,0,0.0,0,0,0
7071,2020-02-29,Cote d'Ivoire,0,0.0,0,0.0,0,0,0
7073,2020-02-29,Cuba,0,0.0,0,0.0,0,0,0
7074,2020-02-29,Cyprus,0,0.0,0,0.0,0,0,0
7075,2020-02-29,Czechia,0,0.0,0,0.0,0,0,0
7078,2020-02-29,Djibouti,0,0.0,0,0.0,0,0,0
7088,2020-02-29,Ethiopia,0,0.0,0,0.0,0,0,0
7079,2020-02-29,Dominica,0,0.0,0,0.0,0,0,0
7080,2020-02-29,Dominican Republic,0,0.0,0,0.0,0,0,0
7081,2020-02-29,Ecuador,0,0.0,0,0.0,0,0,0
7083,2020-02-29,El Salvador,0,0.0,0,0.0,0,0,0
7084,2020-02-29,Equatorial Guinea,0,0.0,0,0.0,0,0,0
7085,2020-02-29,Eritrea,0,0.0,0,0.0,0,0,0
7068,2020-02-29,Congo (Brazzaville),0,0.0,0,0.0,0,0,0
7067,2020-02-29,Colombia,0,0.0,0,0.0,0,0,0
6274,2020-02-24,Tunisia,0,0.0,0,0.0,0,0,0
7065,2020-02-29,Chile,0,0.0,0,0.0,0,0,0
7064,2020-02-29,Chad,0,0.0,0,0.0,0,0,0
7063,2020-02-29,Central African Republic,0,0.0,0,0.0,0,0,0
7061,2020-02-29,Cameroon,0,0.0,0,0.0,0,0,0
7059,2020-02-29,Cabo Verde,0,0.0,0,0.0,0,0,0
7058,2020-02-29,Burundi,0,0.0,0,0.0,0,0,0
7057,2020-02-29,Burma,0,0.0,0,0.0,0,0,0
7056,2020-02-29,Burkina Faso,0,0.0,0,0.0,0,0,0
7055,2020-02-29,Bulgaria,0,0.0,0,0.0,0,0,0
7054,2020-02-29,Brunei,0,0.0,0,0.0,0,0,0
7052,2020-02-29,Botswana,0,0.0,0,0.0,0,0,0
7051,2020-02-29,Bosnia and Herzegovina,0,0.0,0,0.0,0,0,0
7050,2020-02-29,Bolivia,0,0.0,0,0.0,0,0,0
7049,2020-02-29,Bhutan,0,0.0,0,0.0,0,0,0
7087,2020-02-29,Eswatini,0,0.0,0,0.0,0,0,0
7089,2020-02-29,Fiji,0,0.0,0,0.0,0,0,0
7136,2020-02-29,Maldives,0,0.0,0,0.0,0,0,0
7124,2020-02-29,Laos,0,0.0,0,0.0,0,0,0
7117,2020-02-29,Jordan,0,0.0,0,0.0,0,0,0
7118,2020-02-29,Kazakhstan,0,0.0,0,0.0,0,0,0
7119,2020-02-29,Kenya,0,0.0,0,0.0,0,0,0
6266,2020-02-24,Switzerland,0,0.0,0,0.0,0,0,0
7121,2020-02-29,Kosovo,0,0.0,0,0.0,0,0,0
7123,2020-02-29,Kyrgyzstan,0,0.0,0,0.0,0,0,0
7125,2020-02-29,Latvia,0,0.0,0,0.0,0,0,0
6272,2020-02-24,Togo,0,0.0,0,0.0,0,0,0
7127,2020-02-29,Liberia,0,0.0,0,0.0,0,0,0
7128,2020-02-29,Libya,0,0.0,0,0.0,0,0,0
7129,2020-02-29,Liechtenstein,0,0.0,0,0.0,0,0,0
7132,2020-02-29,MS Zaandam,0,0.0,0,0.0,0,0,0
7133,2020-02-29,Madagascar,0,0.0,0,0.0,0,0,0
7134,2020-02-29,Malawi,0,0.0,0,0.0,0,0,0
6267,2020-02-24,Syria,0,0.0,0,0.0,0,0,0
7115,2020-02-29,Jamaica,0,0.0,0,0.0,0,0,0
6269,2020-02-24,Tanzania,0,0.0,0,0.0,0,0,0
7109,2020-02-29,Indonesia,0,0.0,0,0.0,0,0,0
7106,2020-02-29,Hungary,0,0.0,0,0.0,0,0,0
7105,2020-02-29,Honduras,0,0.0,0,0.0,0,0,0
7104,2020-02-29,Holy See,0,0.0,0,0.0,0,0,0
7103,2020-02-29,Haiti,0,0.0,0,0.0,0,0,0
7102,2020-02-29,Guyana,0,0.0,0,0.0,0,0,0
7101,2020-02-29,Guinea-Bissau,0,0.0,0,0.0,0,0,0
7100,2020-02-29,Guinea,0,0.0,0,0.0,0,0,0
7099,2020-02-29,Guatemala,0,0.0,0,0.0,0,0,0
7098,2020-02-29,Grenada,0,0.0,0,0.0,0,0,0
7096,2020-02-29,Ghana,0,0.0,0,0.0,0,0,0
6271,2020-02-24,Timor-Leste,0,0.0,0,0.0,0,0,0
7093,2020-02-29,Gambia,0,0.0,0,0.0,0,0,0
7092,2020-02-29,Gabon,0,0.0,0,0.0,0,0,0
7239,2020-03-01,Brunei,0,0.0,0,0.0,0,0,0
7241,2020-03-01,Burkina Faso,0,0.0,0,0.0,0,0,0
7434,2020-03-02,Chad,0,0.0,0,0.0,0,0,0
7374,2020-03-01,Suriname,0,0.0,0,0.0,0,0,0
7367,2020-03-01,Slovenia,0,0.0,0,0.0,0,0,0
7368,2020-03-01,Somalia,0,0.0,0,0.0,0,0,0
7369,2020-03-01,South Africa,0,0.0,0,0.0,0,0,0
7370,2020-03-01,South Sudan,0,0.0,0,0.0,0,0,0
6247,2020-02-24,Saint Vincent and the Grenadines,0,0.0,0,0.0,0,0,0
7373,2020-03-01,Sudan,0,0.0,0,0.0,0,0,0
7377,2020-03-01,Syria,0,0.0,0,0.0,0,0,0
6248,2020-02-24,San Marino,0,0.0,0,0.0,0,0,0
6246,2020-02-24,Saint Lucia,0,0.0,0,0.0,0,0,0
7379,2020-03-01,Tanzania,0,0.0,0,0.0,0,0,0
6245,2020-02-24,Saint Kitts and Nevis,0,0.0,0,0.0,0,0,0
7381,2020-03-01,Timor-Leste,0,0.0,0,0.0,0,0,0
7382,2020-03-01,Togo,0,0.0,0,0.0,0,0,0
7383,2020-03-01,Trinidad and Tobago,0,0.0,0,0.0,0,0,0
7366,2020-03-01,Slovakia,0,0.0,0,0.0,0,0,0
7364,2020-03-01,Sierra Leone,0,0.0,0,0.0,0,0,0
7242,2020-03-01,Burma,0,0.0,0,0.0,0,0,0
7354,2020-03-01,Rwanda,0,0.0,0,0.0,0,0,0
7344,2020-03-01,Panama,0,0.0,0,0.0,0,0,0
7345,2020-03-01,Papua New Guinea,0,0.0,0,0.0,0,0,0
7346,2020-03-01,Paraguay,0,0.0,0,0.0,0,0,0
7347,2020-03-01,Peru,0,0.0,0,0.0,0,0,0
7349,2020-03-01,Poland,0,0.0,0,0.0,0,0,0
7350,2020-03-01,Portugal,0,0.0,0,0.0,0,0,0
7355,2020-03-01,Saint Kitts and Nevis,0,0.0,0,0.0,0,0,0
7363,2020-03-01,Seychelles,0,0.0,0,0.0,0,0,0
7356,2020-03-01,Saint Lucia,0,0.0,0,0.0,0,0,0
7357,2020-03-01,Saint Vincent and the Grenadines,0,0.0,0,0.0,0,0,0
7359,2020-03-01,Sao Tome and Principe,0,0.0,0,0.0,0,0,0
7360,2020-03-01,Saudi Arabia,0,0.0,0,0.0,0,0,0
7361,2020-03-01,Senegal,0,0.0,0,0.0,0,0,0
7362,2020-03-01,Serbia,0,0.0,0,0.0,0,0,0
7384,2020-03-01,Tunisia,0,0.0,0,0.0,0,0,0
7385,2020-03-01,Turkey,0,0.0,0,0.0,0,0,0
6244,2020-02-24,Rwanda,0,0.0,0,0.0,0,0,0
7424,2020-03-02,Brunei,0,0.0,0,0.0,0,0,0
7417,2020-03-02,Belize,0,0.0,0,0.0,0,0,0
7418,2020-03-02,Benin,0,0.0,0,0.0,0,0,0
7419,2020-03-02,Bhutan,0,0.0,0,0.0,0,0,0
7420,2020-03-02,Bolivia,0,0.0,0,0.0,0,0,0
7421,2020-03-02,Bosnia and Herzegovina,0,0.0,0,0.0,0,0,0
7422,2020-03-02,Botswana,0,0.0,0,0.0,0,0,0
7425,2020-03-02,Bulgaria,0,0.0,0,0.0,0,0,0
7387,2020-03-01,Uganda,0,0.0,0,0.0,0,0,0
7426,2020-03-02,Burkina Faso,0,0.0,0,0.0,0,0,0
7427,2020-03-02,Burma,0,0.0,0,0.0,0,0,0
7428,2020-03-02,Burundi,0,0.0,0,0.0,0,0,0
7429,2020-03-02,Cabo Verde,0,0.0,0,0.0,0,0,0
7431,2020-03-02,Cameroon,0,0.0,0,0.0,0,0,0
7433,2020-03-02,Central African Republic,0,0.0,0,0.0,0,0,0
7414,2020-03-02,Barbados,0,0.0,0,0.0,0,0,0
7413,2020-03-02,Bangladesh,0,0.0,0,0.0,0,0,0
6242,2020-02-24,Romania,0,0.0,0,0.0,0,0,0
7411,2020-03-02,Bahamas,0,0.0,0,0.0,0,0,0
7406,2020-03-02,Argentina,0,0.0,0,0.0,0,0,0
7405,2020-03-02,Antigua and Barbuda,0,0.0,0,0.0,0,0,0
7404,2020-03-02,Angola,0,0.0,0,0.0,0,0,0
7401,2020-03-02,Albania,0,0.0,0,0.0,0,0,0
7399,2020-03-01,Zimbabwe,0,0.0,0,0.0,0,0,0
7398,2020-03-01,Zambia,0,0.0,0,0.0,0,0,0
7397,2020-03-01,Yemen,0,0.0,0,0.0,0,0,0
7396,2020-03-01,Western Sahara,0,0.0,0,0.0,0,0,0
7395,2020-03-01,West Bank and Gaza,0,0.0,0,0.0,0,0,0
7393,2020-03-01,Venezuela,0,0.0,0,0.0,0,0,0
7392,2020-03-01,Uzbekistan,0,0.0,0,0.0,0,0,0
7391,2020-03-01,Uruguay,0,0.0,0,0.0,0,0,0
7388,2020-03-01,Ukraine,0,0.0,0,0.0,0,0,0
7338,2020-03-01,Niger,0,0.0,0,0.0,0,0,0
7337,2020-03-01,Nicaragua,0,0.0,0,0.0,0,0,0
7333,2020-03-01,Namibia,0,0.0,0,0.0,0,0,0
6256,2020-02-24,Slovakia,0,0.0,0,0.0,0,0,0
7268,2020-03-01,El Salvador,0,0.0,0,0.0,0,0,0
7269,2020-03-01,Equatorial Guinea,0,0.0,0,0.0,0,0,0
7270,2020-03-01,Eritrea,0,0.0,0,0.0,0,0,0
7272,2020-03-01,Eswatini,0,0.0,0,0.0,0,0,0
7273,2020-03-01,Ethiopia,0,0.0,0,0.0,0,0,0
7274,2020-03-01,Fiji,0,0.0,0,0.0,0,0,0
7277,2020-03-01,Gabon,0,0.0,0,0.0,0,0,0
7287,2020-03-01,Guyana,0,0.0,0,0.0,0,0,0
7278,2020-03-01,Gambia,0,0.0,0,0.0,0,0,0
6254,2020-02-24,Sierra Leone,0,0.0,0,0.0,0,0,0
7281,2020-03-01,Ghana,0,0.0,0,0.0,0,0,0
7283,2020-03-01,Grenada,0,0.0,0,0.0,0,0,0
7284,2020-03-01,Guatemala,0,0.0,0,0.0,0,0,0
7285,2020-03-01,Guinea,0,0.0,0,0.0,0,0,0
7264,2020-03-01,Dominica,0,0.0,0,0.0,0,0,0
7263,2020-03-01,Djibouti,0,0.0,0,0.0,0,0,0
6257,2020-02-24,Slovenia,0,0.0,0,0.0,0,0,0
7259,2020-03-01,Cyprus,0,0.0,0,0.0,0,0,0
7258,2020-03-01,Cuba,0,0.0,0,0.0,0,0,0
7256,2020-03-01,Cote d'Ivoire,0,0.0,0,0.0,0,0,0
7255,2020-03-01,Costa Rica,0,0.0,0,0.0,0,0,0
7254,2020-03-01,Congo (Kinshasa),0,0.0,0,0.0,0,0,0
7253,2020-03-01,Congo (Brazzaville),0,0.0,0,0.0,0,0,0
7252,2020-03-01,Colombia,0,0.0,0,0.0,0,0,0
6258,2020-02-24,Somalia,0,0.0,0,0.0,0,0,0
7250,2020-03-01,Chile,0,0.0,0,0.0,0,0,0
7249,2020-03-01,Chad,0,0.0,0,0.0,0,0,0
7248,2020-03-01,Central African Republic,0,0.0,0,0.0,0,0,0
7246,2020-03-01,Cameroon,0,0.0,0,0.0,0,0,0
7244,2020-03-01,Cabo Verde,0,0.0,0,0.0,0,0,0
7243,2020-03-01,Burundi,0,0.0,0,0.0,0,0,0
7286,2020-03-01,Guinea-Bissau,0,0.0,0,0.0,0,0,0
7288,2020-03-01,Haiti,0,0.0,0,0.0,0,0,0
7332,2020-03-01,Mozambique,0,0.0,0,0.0,0,0,0
7322,2020-03-01,Mali,0,0.0,0,0.0,0,0,0
7313,2020-03-01,Libya,0,0.0,0,0.0,0,0,0
7314,2020-03-01,Liechtenstein,0,0.0,0,0.0,0,0,0
7317,2020-03-01,MS Zaandam,0,0.0,0,0.0,0,0,0
7318,2020-03-01,Madagascar,0,0.0,0,0.0,0,0,0
7319,2020-03-01,Malawi,0,0.0,0,0.0,0,0,0
7321,2020-03-01,Maldives,0,0.0,0,0.0,0,0,0
7323,2020-03-01,Malta,0,0.0,0,0.0,0,0,0
7289,2020-03-01,Holy See,0,0.0,0,0.0,0,0,0
7324,2020-03-01,Mauritania,0,0.0,0,0.0,0,0,0
7325,2020-03-01,Mauritius,0,0.0,0,0.0,0,0,0
7327,2020-03-01,Moldova,0,0.0,0,0.0,0,0,0
7329,2020-03-01,Mongolia,0,0.0,0,0.0,0,0,0
7330,2020-03-01,Montenegro,0,0.0,0,0.0,0,0,0
7331,2020-03-01,Morocco,0,0.0,0,0.0,0,0,0
7312,2020-03-01,Liberia,0,0.0,0,0.0,0,0,0
7310,2020-03-01,Latvia,0,0.0,0,0.0,0,0,0
7309,2020-03-01,Laos,0,0.0,0,0.0,0,0,0
7308,2020-03-01,Kyrgyzstan,0,0.0,0,0.0,0,0,0
6249,2020-02-24,Sao Tome and Principe,0,0.0,0,0.0,0,0,0
7306,2020-03-01,Kosovo,0,0.0,0,0.0,0,0,0
6250,2020-02-24,Saudi Arabia,0,0.0,0,0.0,0,0,0
7304,2020-03-01,Kenya,0,0.0,0,0.0,0,0,0
7303,2020-03-01,Kazakhstan,0,0.0,0,0.0,0,0,0
7302,2020-03-01,Jordan,0,0.0,0,0.0,0,0,0
6251,2020-02-24,Senegal,0,0.0,0,0.0,0,0,0
7300,2020-03-01,Jamaica,0,0.0,0,0.0,0,0,0
6252,2020-02-24,Serbia,0,0.0,0,0.0,0,0,0
6253,2020-02-24,Seychelles,0,0.0,0,0.0,0,0,0
7294,2020-03-01,Indonesia,0,0.0,0,0.0,0,0,0
7291,2020-03-01,Hungary,0,0.0,0,0.0,0,0,0
7290,2020-03-01,Honduras,0,0.0,0,0.0,0,0,0
5801,2020-02-22,Ghana,0,0.0,0,0.0,0,0,0
5799,2020-02-22,Georgia,0,0.0,0,0.0,0,0,0
5798,2020-02-22,Gambia,0,0.0,0,0.0,0,0,0
12207,2020-03-27,Yemen,0,0.0,0,0.0,0,0,0
4437,2020-02-14,Yemen,0,0.0,0,0.0,0,0,0
4436,2020-02-14,Western Sahara,0,0.0,0,0.0,0,0,0
4435,2020-02-14,West Bank and Gaza,0,0.0,0,0.0,0,0,0
4433,2020-02-14,Venezuela,0,0.0,0,0.0,0,0,0
4432,2020-02-14,Uzbekistan,0,0.0,0,0.0,0,0,0
12206,2020-03-27,Western Sahara,0,0.0,0,0.0,0,0,0
4431,2020-02-14,Uruguay,0,0.0,0,0.0,0,0,0
4439,2020-02-14,Zimbabwe,0,0.0,0,0.0,0,0,0
4428,2020-02-14,Ukraine,0,0.0,0,0.0,0,0,0
4427,2020-02-14,Uganda,0,0.0,0,0.0,0,0,0
4425,2020-02-14,Turkey,0,0.0,0,0.0,0,0,0
4424,2020-02-14,Tunisia,0,0.0,0,0.0,0,0,0
4423,2020-02-14,Trinidad and Tobago,0,0.0,0,0.0,0,0,0
4422,2020-02-14,Togo,0,0.0,0,0.0,0,0,0
4438,2020-02-14,Zambia,0,0.0,0,0.0,0,0,0
4440,2020-02-15,Afghanistan,0,0.0,0,0.0,0,0,0
12169,2020-03-27,Sao Tome and Principe,0,0.0,0,0.0,0,0,0
12180,2020-03-27,South Sudan,0,0.0,0,0.0,0,0,0
4454,2020-02-15,Barbados,0,0.0,0,0.0,0,0,0
12174,2020-03-27,Sierra Leone,0,0.0,0,0.0,0,0,0
4453,2020-02-15,Bangladesh,0,0.0,0,0.0,0,0,0
4452,2020-02-15,Bahrain,0,0.0,0,0.0,0,0,0
4451,2020-02-15,Bahamas,0,0.0,0,0.0,0,0,0
4450,2020-02-15,Azerbaijan,0,0.0,0,0.0,0,0,0
4449,2020-02-15,Austria,0,0.0,0,0.0,0,0,0
4441,2020-02-15,Albania,0,0.0,0,0.0,0,0,0
4447,2020-02-15,Armenia,0,0.0,0,0.0,0,0,0
4446,2020-02-15,Argentina,0,0.0,0,0.0,0,0,0
4445,2020-02-15,Antigua and Barbuda,0,0.0,0,0.0,0,0,0
4444,2020-02-15,Angola,0,0.0,0,0.0,0,0,0
4443,2020-02-15,Andorra,0,0.0,0,0.0,0,0,0
4442,2020-02-15,Algeria,0,0.0,0,0.0,0,0,0
4421,2020-02-14,Timor-Leste,0,0.0,0,0.0,0,0,0
4419,2020-02-14,Tanzania,0,0.0,0,0.0,0,0,0
4417,2020-02-14,Syria,0,0.0,0,0.0,0,0,0
4389,2020-02-14,Poland,0,0.0,0,0.0,0,0,0
4396,2020-02-14,Saint Lucia,0,0.0,0,0.0,0,0,0
4395,2020-02-14,Saint Kitts and Nevis,0,0.0,0,0.0,0,0,0
4394,2020-02-14,Rwanda,0,0.0,0,0.0,0,0,0
4392,2020-02-14,Romania,0,0.0,0,0.0,0,0,0
4391,2020-02-14,Qatar,0,0.0,0,0.0,0,0,0
4390,2020-02-14,Portugal,0,0.0,0,0.0,0,0,0
4387,2020-02-14,Peru,0,0.0,0,0.0,0,0,0
4416,2020-02-14,Switzerland,0,0.0,0,0.0,0,0,0
4386,2020-02-14,Paraguay,0,0.0,0,0.0,0,0,0
4385,2020-02-14,Papua New Guinea,0,0.0,0,0.0,0,0,0
4384,2020-02-14,Panama,0,0.0,0,0.0,0,0,0
4383,2020-02-14,Pakistan,0,0.0,0,0.0,0,0,0
4382,2020-02-14,Oman,0,0.0,0,0.0,0,0,0
4381,2020-02-14,Norway,0,0.0,0,0.0,0,0,0
4397,2020-02-14,Saint Vincent and the Grenadines,0,0.0,0,0.0,0,0,0
4398,2020-02-14,San Marino,0,0.0,0,0.0,0,0,0
4399,2020-02-14,Sao Tome and Principe,0,0.0,0,0.0,0,0,0
4400,2020-02-14,Saudi Arabia,0,0.0,0,0.0,0,0,0
4401,2020-02-14,Senegal,0,0.0,0,0.0,0,0,0
4402,2020-02-14,Serbia,0,0.0,0,0.0,0,0,0
4403,2020-02-14,Seychelles,0,0.0,0,0.0,0,0,0
4404,2020-02-14,Sierra Leone,0,0.0,0,0.0,0,0,0
4406,2020-02-14,Slovakia,0,0.0,0,0.0,0,0,0
4407,2020-02-14,Slovenia,0,0.0,0,0.0,0,0,0
4408,2020-02-14,Somalia,0,0.0,0,0.0,0,0,0
4409,2020-02-14,South Africa,0,0.0,0,0.0,0,0,0
4410,2020-02-14,South Sudan,0,0.0,0,0.0,0,0,0
12238,2020-03-28,Burundi,0,0.0,0,0.0,0,0,0
4413,2020-02-14,Sudan,0,0.0,0,0.0,0,0,0
4414,2020-02-14,Suriname,0,0.0,0,0.0,0,0,0
12232,2020-03-28,Botswana,0,0.0,0,0.0,0,0,0
4455,2020-02-15,Belarus,0,0.0,0,0.0,0,0,0
4457,2020-02-15,Belize,0,0.0,0,0.0,0,0,0
4536,2020-02-15,Lebanon,0,0.0,0,0.0,0,0,0
4507,2020-02-15,Greece,0,0.0,0,0.0,0,0,0
4513,2020-02-15,Haiti,0,0.0,0,0.0,0,0,0
4512,2020-02-15,Guyana,0,0.0,0,0.0,0,0,0
4511,2020-02-15,Guinea-Bissau,0,0.0,0,0.0,0,0,0
4510,2020-02-15,Guinea,0,0.0,0,0.0,0,0,0
4509,2020-02-15,Guatemala,0,0.0,0,0.0,0,0,0
4508,2020-02-15,Grenada,0,0.0,0,0.0,0,0,0
4506,2020-02-15,Ghana,0,0.0,0,0.0,0,0,0
4515,2020-02-15,Honduras,0,0.0,0,0.0,0,0,0
4504,2020-02-15,Georgia,0,0.0,0,0.0,0,0,0
4503,2020-02-15,Gambia,0,0.0,0,0.0,0,0,0
4502,2020-02-15,Gabon,0,0.0,0,0.0,0,0,0
4499,2020-02-15,Fiji,0,0.0,0,0.0,0,0,0
4498,2020-02-15,Ethiopia,0,0.0,0,0.0,0,0,0
4497,2020-02-15,Eswatini,0,0.0,0,0.0,0,0,0
4514,2020-02-15,Holy See,0,0.0,0,0.0,0,0,0
4516,2020-02-15,Hungary,0,0.0,0,0.0,0,0,0
4458,2020-02-15,Benin,0,0.0,0,0.0,0,0,0
4528,2020-02-15,Kazakhstan,0,0.0,0,0.0,0,0,0
4534,2020-02-15,Laos,0,0.0,0,0.0,0,0,0
4533,2020-02-15,Kyrgyzstan,0,0.0,0,0.0,0,0,0
12053,2020-03-27,Burundi,0,0.0,0,0.0,0,0,0
4532,2020-02-15,Kuwait,0,0.0,0,0.0,0,0,0
4531,2020-02-15,Kosovo,0,0.0,0,0.0,0,0,0
4529,2020-02-15,Kenya,0,0.0,0,0.0,0,0,0
4527,2020-02-15,Jordan,0,0.0,0,0.0,0,0,0
4517,2020-02-15,Iceland,0,0.0,0,0.0,0,0,0
4525,2020-02-15,Jamaica,0,0.0,0,0.0,0,0,0
4523,2020-02-15,Israel,0,0.0,0,0.0,0,0,0
4522,2020-02-15,Ireland,0,0.0,0,0.0,0,0,0
4521,2020-02-15,Iraq,0,0.0,0,0.0,0,0,0
4520,2020-02-15,Iran,0,0.0,0,0.0,0,0,0
4519,2020-02-15,Indonesia,0,0.0,0,0.0,0,0,0
4496,2020-02-15,Estonia,0,0.0,0,0.0,0,0,0
4495,2020-02-15,Eritrea,0,0.0,0,0.0,0,0,0
4494,2020-02-15,Equatorial Guinea,0,0.0,0,0.0,0,0,0
4466,2020-02-15,Burkina Faso,0,0.0,0,0.0,0,0,0
4474,2020-02-15,Chad,0,0.0,0,0.0,0,0,0
4473,2020-02-15,Central African Republic,0,0.0,0,0.0,0,0,0
4471,2020-02-15,Cameroon,0,0.0,0,0.0,0,0,0
4469,2020-02-15,Cabo Verde,0,0.0,0,0.0,0,0,0
4468,2020-02-15,Burundi,0,0.0,0,0.0,0,0,0
4467,2020-02-15,Burma,0,0.0,0,0.0,0,0,0
4465,2020-02-15,Bulgaria,0,0.0,0,0.0,0,0,0
4493,2020-02-15,El Salvador,0,0.0,0,0.0,0,0,0
4464,2020-02-15,Brunei,0,0.0,0,0.0,0,0,0
4463,2020-02-15,Brazil,0,0.0,0,0.0,0,0,0
4462,2020-02-15,Botswana,0,0.0,0,0.0,0,0,0
4461,2020-02-15,Bosnia and Herzegovina,0,0.0,0,0.0,0,0,0
4460,2020-02-15,Bolivia,0,0.0,0,0.0,0,0,0
4459,2020-02-15,Bhutan,0,0.0,0,0.0,0,0,0
4475,2020-02-15,Chile,0,0.0,0,0.0,0,0,0
4477,2020-02-15,Colombia,0,0.0,0,0.0,0,0,0
4478,2020-02-15,Congo (Brazzaville),0,0.0,0,0.0,0,0,0
4479,2020-02-15,Congo (Kinshasa),0,0.0,0,0.0,0,0,0
4480,2020-02-15,Costa Rica,0,0.0,0,0.0,0,0,0
6327,2020-02-25,Colombia,0,0.0,0,0.0,0,0,0
4482,2020-02-15,Croatia,0,0.0,0,0.0,0,0,0
4483,2020-02-15,Cuba,0,0.0,0,0.0,0,0,0
12129,2020-03-27,Malawi,0,0.0,0,0.0,0,0,0
12127,2020-03-27,MS Zaandam,0,0.0,0,0.0,0,0,0
4484,2020-02-15,Cyprus,0,0.0,0,0.0,0,0,0
4485,2020-02-15,Czechia,0,0.0,0,0.0,0,0,0
4486,2020-02-15,Denmark,0,0.0,0,0.0,0,0,0
4488,2020-02-15,Djibouti,0,0.0,0,0.0,0,0,0
4489,2020-02-15,Dominica,0,0.0,0,0.0,0,0,0
4490,2020-02-15,Dominican Republic,0,0.0,0,0.0,0,0,0
4491,2020-02-15,Ecuador,0,0.0,0,0.0,0,0,0
4380,2020-02-14,North Macedonia,0,0.0,0,0.0,0,0,0
4379,2020-02-14,Nigeria,0,0.0,0,0.0,0,0,0
4378,2020-02-14,Niger,0,0.0,0,0.0,0,0,0
